nombre_alu,apellido,edad,direccion,num_cuenta
Monica elena,Esquinca,24,Chiapas_Amatenango de la Frontera_Ejido_Nuevo Amatenango_30935,279
Cosme,Mendoza,18,Sonora_Hermosillo_Residencial_Mallorca Residencial_83296,280
Zoila del carmen,Eguizar,21,Sonora_Hermosillo_Colonia_Nacameri_83287,281
Jose matilde,Moriel,18,Hidalgo_Tianguistengo_Pueblo_Techimal_43281,282
Martha dalia,Talango,20,Guanajuato_Salamanca_Colonia_Las Fuentes_36775,283
Edgar ariel,De los reyes,23,Guerrero_Teloloapan_Pueblo_Chapa_40410,284
Julia guadalupe,Pilar,24,Coahuila de Zaragoza_Nava_Colonia_Emiliano Zapata_26177,285
Jorge samuel,Taba,21,Chiapas_Tapachula_Colonia_Del Maestro_30770,286
Maria julita,Blando,23,Guanajuato_Tierra Blanca_Poblado comunal_La Barbosa_37973,287
Hebert,Recillas,22,Sonora_Hermosillo_Fraccionamiento_Tubac_83117,288
Claudia silvia,Albornoz,21,Guerrero_Marquelia_Colonia_Marquelia Centro_41930,289
Hugo daniel,Monjaras,22,Tamaulipas_Tula_Ejido_Tanque Blanco_87904,290
Rodriguez,Politron,19,Tamaulipas_Nuevo Laredo_Colonia_La Esperanza_88195,291
Emilio antonio,Linas,20,Durango_Durango_Colonia_Valle Verde Sur_34194,292
Alma karen,Muï¿½iz,22,Chihuahua_Chihuahua_Colonia_Militar_31100,293
Roberto,Verjan,23,Sinaloa_El Fuerte_Pueblo_Tetaroba_81830,294
Virginia yolanda,Lona,21,Sinaloa_Mocorito_Rancho_Las Quebradas_80855,295
Lauriano,Tierra,25,Tamaulipas_Victoria_Fraccionamiento_Jacarandas_87058,296
Miriam patricia,De niz,26,Coahuila de Zaragoza_Francisco I. Madero_Ejido_Nueva Rosita_27923,297
Juan martin,Hermoso,25,Quintana Roo_Solidaridad_Fraccionamiento_La Ceiba_77714,298
Ma marcela,Orea,19,Guerrero_Teloloapan_Pueblo_La Concordia_40421,299
Hugo alfredo,Tellez giron,21,Veracruz de Ignacio de la Llave_Santiago Tuxtla_Barrio_El Marquez_95832,300
Aida beatriz,Huipe,24,Chiapas_Socoltenango_Colonia_Chihuahua_30397,301
Roger,Goiz,23,Guerrero_Marquelia_Colonia_Carrillo_41930,302
Mayra luz,Pivaral,20,Coahuila de Zaragoza_Saltillo_Fraccionamiento_Privadas de Santiago_25210,303
Agustin manuel,Lavana,25,Sonora_Navojoa_Fraccionamiento_Los Laureles_85874,304
Loida eunice,Andalco,26,Chiapas_Altamirano_Ejido_El Banco_30193,305
Jose marti,Y mendez,23,Tabasco_Huimanguillo_Colonia_Nuevo Centro de Convivencia_86400,306
Cruz delia,Badajoz,25,Chihuahua_Chihuahua_Residencial_Campestre Residencial III_31213,307
Felipe de jesu,Chavarrias,23,Distrito Federal_Iztapalapa_Colonia_San Pablo_9648,308
Gabriela carolina,Maestro,19,Sinaloa_Concordia_Rancho_Los Chinitos_82658,309
William jesus,Reinoso,20,Chiapas_Tapachula_Colonia_El Girasol I_30739,310
Maria america,Madero,23,Guanajuato_Irapuato_Colonia_Caudillo del Sur_36593,311
Mario rafael,Bertrand,19,Guerrero_Teloloapan_Pueblo_Alahuixtlan_40407,312
Maria letici,Llaven,24,Oaxaca_Santa Cruz Amilpas_Colonia_Popular Independencia_71227,313
J.guadalupe,Trevera,21,Guerrero_Ometepec_Colonia_La Mira_41700,314
Laura magdalena,Agaton,20,Sinaloa_Choix_Colonia_Choix Centro_81700,315
Jacinto javier,Sanabia,25,Chiapas_Palenque_Fraccionamiento_Chacamax_29960,316
Ma.guadalupe,Meraza,18,Zacatecas_Guadalupe_Fraccionamiento_S.T.U.A.Z._98613,317
Benjamin antonio,Amilpa,18,Campeche_Carmen_Colonia_20 de Noviembre_24130,318
Maria romana,Mani,26,Morelos_Xochitepec_Colonia_Nueva Morelos_62790,319
Cesar homero,Nahuatt,23,Hidalgo_Mineral del Monte_Fraccionamiento_Bosques de San Cayetano_42144,320
Brenda cecilia,Melena,18,Oaxaca_San Juan Bautista Tuxtepec_Fraccionamiento_Las Palmas del Ingenio_68333,321
Dagoberto,Guia,23,Tabasco_Centro_Unidad habitacional_Triunfo La Manga 2_86099,322
Adalinda,Chagolla,20,Baja California_Mexicali_Colonia_El Refugio_21138,323
Carlos adrian,Pelayo,21,Puebla_Chapulco_Pueblo_Chapulco_75810,324
Sara olivia,Verano,21,Sinaloa_Mocorito_Colonia_Salinas de Gortari_80950,325
Carlos humberto,Zavaleta,20,Zacatecas_Zacatecas_Colonia_Huerta Vieja_98087,326
Zaida patricia,Molinar,26,Jalisco_Sayula_Colonia_De Guadalupe_49317,327
Daniel angel,Valor,19,Coahuila de Zaragoza_Viesca_Colonia_La Ermita_27480,328
Laura nayeli,Llarena,18,Baja California Sur_Los Cabos_Fraccionamiento_Terranova_23473,329
Vulfrano,Bonifacio,23,Coahuila de Zaragoza_Saltillo_Ejido_El Refugio de las Cajas_25319,330
Laura magdalena,Viscencio,27,Hidalgo_Mineral de la Reforma_Fraccionamiento_Mineral II_42180,331
J isabel,Migueles,25,Hidalgo_Tula de Allende_Colonia_Bugambilias_42833,332
Guadalupe berenice,Odriozola,19,Durango_Durango_Hacienda_Hacienda la Pila_34316,333
Sergio noe,Lizola,18,Durango_Durango_Colonia_Tierra y Libertad_34127,334
Laura dolores,Noxpanco,24,Veracruz de Ignacio de la Llave_Cerro Azul_Colonia_Mirador_92518,335
Carlos francisco,Nu?ez,25,Hidalgo_Tulancingo de Bravo_Colonia_Nueva Morelos_43610,336
Blanca elizabeth,Flandez,20,Hidalgo_Atotonilco el Grande_Hacienda_El Zoquital_43310,337
Angel manuel,Bosque,27,Guanajuato_Silao de la Victoria_Ejido_Las Margaritas_36286,338
Maria del socor,Armida,25,Baja California_Tijuana_Parque industrial_El Florido I_22244,339
Guadalupe,Neris,21,Zacatecas_Fresnillo_Colonia_Ejidal 4_99084,340
Juana virginia,Gasperin,19,Guanajuato_Dolores Hidalgo Cuna de la Independencia Nacional_Colonia_San Pablo_37805,341
Carlos abel,Castro,26,Chiapas_Salto de Agua_Ejido_Punta Brava_29904,342
Nina,Sanchez de la vega,18,Durango_Durango_Colonia_Cerro del Mercado_34029,343
Rogelio,Tequihuactle,22,Guerrero_Chilpancingo de los Bravo_Colonia_El Potrerito_39070,344
Maria edith,Presteguin,19,Puebla_San Pedro Cholula_Residencial_Atitla_72768,345
Pedro ruben,Abascal,21,Tamaulipas_Victoria_Colonia_Loma Alta_87180,346
Elena elizabeth,Camaños,26,Chiapas_Tapachula_Ejido_San Antonio Chicharras_30807,347
Federico jose,Orueta,24,Morelos_Cuernavaca_Fraccionamiento_Copa de Oro_62428,348
Violeta guadalupe,Monta¤o,24,Chiapas_Siltepec_Barrio_Guayabal_30986,349
Apolonio,Muños,18,Morelos_Jiutepec_Colonia_Alfredo V Bonfil_62575,350
Fany,Campis,20,Distrito Federal_Cuajimalpa de Morelos_Residencial_Club de Golf Bosques_5214,351
Carlos eduardo,Pevia,26,Puebla_Tecamachalco_Barrio_Juquila_75490,352
Gerarda,Yanes,18,Puebla_Tianguismanalco_Pueblo_San Francisco Buenavista_74342,353
Carlos salvador,Zarur,25,Veracruz de Ignacio de la Llave_Poza Rica de Hidalgo_Colonia_Morelos_93340,354
Veronica marisol,Ruezga,20,Colima_Villa de ?lvarez_Colonia_La Haciendita_28987,355
Erick alejandro,Chicharo,25,Baja California_Tijuana_Fraccionamiento_Lomas de San Pedro_22263,356
Lidia alicia,Baz,19,Sonora_Hermosillo_Fraccionamiento_Perisur_83294,357
Rogelio omar,Rondan,25,Chiapas_Acala_Ejido_Roberto Albores Guillen_29384,358
Francisca gabriela,Garrafa,19,Coahuila de Zaragoza_Piedras Negras_Colonia_Venustiano Carranza Sur_26070,359
Fidel alejandro,Texcucano,27,Jalisco_Hostotipaquillo_Pueblo_Hostotipaquillo_46440,360
Martina patricia,Montesinos,25,Puebla_Petlalcingo_Pueblo_Tepejillo_74979,361
Francisco alberto,Mis,21,Guerrero_Atlixtac_Colonia_Los Manantiales_41440,362
Aideth,Campech,19,Tlaxcala_Tzompantepec_Pueblo_El Llano_90493,363
Marbel,Lievana,26,Jalisco_Zapopan_Colonia_Mirador Del Sol_45054,364
Martha daniela,Alviter,18,Guanajuato_San Miguel de Allende_Colonia_Villa de los Frailes_37790,365
Moises alejandro,Villares,19,Guanajuato_San Miguel de Allende_Fraccionamiento_Guadalupe Mexiquito_37717,366
Ivonne edith,Cardon,24,Chihuahua_Coronado_Ejido_Iturralde_33993,367
Jose eliseo,Amateco,22,Sonora_Cajeme_Colonia_Las Torres_85140,368
Alba nydia,Catzim,23,Sinaloa_Rosario_Colonia_Valle Nuevo_82808,369
Gregorio jesus,Terriquez,20,Chiapas_Tapachula_Colonia_Lomas de Sayula_30740,370
Lourdes araceli,Sabanero,24,Jalisco_San Pedro Tlaquepaque_Colonia_Granjas de Monte Negro_45619,371
Moises abraham,Pi#a,24,Veracruz de Ignacio de la Llave_Tempoal_Pueblo_3 Palmas_92075,372
Dora alici,Legaria,26,Jalisco_Guadalajara_Fraccionamiento_Atlas Poniente_44870,373
Eufracio,Aldaraca,19,Durango_Coneto de Comonfort_Ejido_San Antonio de Indeje_34476,374
Dalia cecilia,Santibañez,22,Jalisco_Puerto Vallarta_Fraccionamiento_Prados de la Higuera_48313,375
Luis efren,Acalco,21,Distrito Federal_Milpa Alta_Barrio_San Juan_12400,376
Veronica isabel,Gurubel,23,Jalisco_Ameca_Colonia_Loma de Pipila_46615,377
Juan sabino,Ozaeta,27,Chiapas_Simojovel_Colonia_Monte Tobor_29836,378
Karina concepcion,Toloza,21,Veracruz de Ignacio de la Llave_Jamapa_Ejido_El Apachital_94265,379
Ronaldo,Villordo,20,Jalisco_Zapopan_Fraccionamiento_Hacienda las Palomas_45200,380
Bella aurora,Alba!ez,22,Tabasco_Centro_Fraccionamiento_Popular Manuel Silva_86284,381
Alejandro arturo,Encerrado,22,Veracruz de Ignacio de la Llave_Las Choapas_Ejido_Cinco de Mayo_96995,382
Mayra cecilia,Y chi,22,Guanajuato_San Miguel de Allende_Colonia_Bellavista_37735,383
Jose lazaro,Coreno,26,Sonora_Hermosillo_Fraccionamiento_Agualurca_83297,384
Elided,Mezo,19,Oaxaca_Ciudad Ixtepec_Barrio_Picacho Norte_70110,385
Jose martiniano,Saldaða,23,Distrito Federal_La Magdalena Contreras_Unidad habitacional_Unidad Independencia IMSS_10100,386
Elsa patricia,Altuzar,21,Tabasco_Centla_Pueblo_Ignacio Allende_86760,387
Damiano,Bizarro,27,Hidalgo_Tlanalapa_Colonia_Km. 28_43937,388
Jeannine,Galaz,20,Morelos_Jiutepec_Fraccionamiento_Valle Verde_62554,389
Aquileo,Chun,21,Baja California_Tijuana_Parque industrial_Internacional Tijuana_22424,390
Elva nidia,Noveron,26,Tamaulipas_Ciudad Madero_Colonia_Unidad Nacional_89410,391
Victor alfonso,Ruz,22,Chiapas_Tapachula_Colonia_13 de Febrero_30748,392
Violeta alejandra,Larumbe,21,Veracruz de Ignacio de la Llave_Papantla_Ejido_Adolfo Ruiz Cortines_93520,393
Alberto antonio,Orduña,23,Sonora_Hermosillo_Colonia_Palo Verde_83280,394
Socorro alejandra,Policarpio,23,Sonora_Cajeme_Zona comercial_Zona Norte Comercial_85013,395
Juan agustin,Espain,24,Campeche_Calakmul_Ejido_Felipe ?ngeles II_24654,396
Yolanda gabriela,Zeron,26,Hidalgo_Zempoala_Colonia_Las Palmitas_43837,397
Kristian,Candido,21,Tamaulipas_Victoria_Fraccionamiento_Las Torres_87049,398
Norma letic,Pecero,23,Guanajuato_Romita_Ejido_La Caseta_36210,399
Miguel dario,Azcue,20,Jalisco_Zapopan_Colonia_Parque de La Castellana_45117,400
Claudia martha,Villafranca,20,Guanajuato_Guanajuato_Fraccionamiento_Fraccionamiento Villas de Guanajuato_36258,401
Roberto alfonso,Bashulto,21,Tamaulipas_Valle Hermoso_Colonia_Popular_87503,402
Lissett,Mona,23,Veracruz de Ignacio de la Llave_Tuxpan_Colonia_Azteca_92820,403
Marco aurelio,Saab,22,Chihuahua_Guachochi_Ejido_Bajichi_33195,404
Ma. lucia,Teco,19,Oaxaca_San Juan Bautista Tuxtepec_Fraccionamiento_El Trigal_68375,405
Jesus fernando,Recinos,26,Veracruz de Ignacio de la Llave_Soledad de Doblado_Colonia_Buenavista_94244,406
Carmen victoria,Cons,20,Guerrero_Iguala de la Independencia_Colonia_Vista Hermosa_40024,407
Ramon humberto,Urias,20,Tamaulipas_El Mante_Colonia_Miller_89889,408
Claudia irene,Mijarez,26,Sonora_Hermosillo_Fraccionamiento_Kukapa_83117,409
Jose atila,Longoria,19,Puebla_Zihuateutla_Finca_Los Tulipanes_73247,410
Ana del rosario,Ham,22,Chiapas_Cintalapa_Finca_Centro Demostrativo_30407,411
Alvaro gabino,Rosal,24,Durango_Guadalupe Victoria_Pueblo_Ignacio Ramirez_34720,412
Karina selene,Estrada,21,Durango_Poanas_Ejido_Rancho Lerma_34803,413
Lauro,Escayola,18,Chihuahua_Chihuahua_Colonia_Divisadero_31065,414
Karla del carmen,Mar,21,Guanajuato_Irapuato_Fraccionamiento_Las Carmelitas II_36595,415
Juan hector,De la vega,21,Guanajuato_Celaya_Fraccionamiento_El Panamericano_38020,416
Patricia del pilar,Salitre,19,Chiapas_Palenque_Barrio_Guadalupe_29960,417
Martin rodrigo,Netzahualcoyotl,21,Durango_San Bernardo_Ejido_Casco del Salto_35465,418
Claudia mercedes,Cherrez,24,Tamaulipas_Matamoros_Colonia_Santa Cruz_87370,419
Francisco ja,Cabral,22,Tamaulipas_Tampico_Colonia_Tampico Centro_89000,420
Iris gabriela,Ovilla,22,Sonora_Magdalena_Ejido_Los Pozos Viejos_84173,421
Felix enrique,Cahum,19,Distrito Federal_Gustavo A. Madero_Colonia_Lindavista Sur_7300,422
Ana patricia,Amor,20,Morelos_Yautepec_Colonia_Huizachera_62733,423
Jose armando,Organista,18,Veracruz de Ignacio de la Llave_Tecolutla_Pueblo_Tecolutla_93570,424
Jessica georgina,Limas,25,Chiapas_Amatenango de la Frontera_Barrio_Nueva Providencia_30940,425
Marco anto,Azpilcueta,26,Durango_Durango_Gran usuario_Palacio de Gobierno del Estado de Durango_34009,426
Ruth del carmen,Felipillo,26,Zacatecas_Villanueva_Pueblo_El Fuerte_99510,427
Sergio leonel,Mezquitic,18,Coahuila de Zaragoza_General Cepeda_Ejido_La Rosa_25970,428
Sandra victoria,Cerero,24,Chihuahua_Chihuahua_Fraccionamiento_Industrias_31134,429
Inosencio,Laurean,18,Chihuahua_Guerrero_Pueblo_San Juan Santo Tomas_31683,430
Sandra marisol,Ciprian,25,Puebla_Zihuateutla_Finca_Loma Bonita_73248,431
Jose fidencio,Arechiga,27,Hidalgo_Tulancingo de Bravo_Fraccionamiento_Privada Campo Alegre_43700,432
Patsy,Playas,22,Veracruz de Ignacio de la Llave_Tantoyuca_Pueblo_Los Ajos_92110,433
Marco anto,Escorza,19,Veracruz de Ignacio de la Llave_Isla_Colonia_Agropista_95647,434
Mariana elizabeth,Landin,19,Nayarit_Tecuala_Ejido_Milpas Viejas_63446,435
Felipe arturo,Y ortiz,25,Durango_San Dimas_Colonia_Los Fresnos_34690,436
Dioseline,Katt,23,Chihuahua_Guachochi_Colonia_Aeropuerto_33183,437
Vulfrano,Matta,18,Oaxaca_Santiago Jamiltepec_Pueblo_Patria Nueva_71707,438
Yatziri,Rossano,19,Puebla_Tochtepec_Barrio_San Juan_75610,439
Oscar ariel,Galves,25,Sinaloa_San Ignacio_Barrio_Dimas_82969,440
Miriam esther,Anton,24,Veracruz de Ignacio de la Llave_Acayucan_Barrio_Villa Alta_96026,441
Angel remigio,Andreu,22,Veracruz de Ignacio de la Llave_Nogales_Unidad habitacional_Ojo Zarco_94723,442
Alma velia,Manzo,24,Colima_Manzanillo_Fraccionamiento_Marimar_28869,443
Abel antonio,Acata,19,Hidalgo_Tezontepec de Aldama_Pueblo_La Cruz_42765,444
Angela veronica,Grimaldi,24,Coahuila de Zaragoza_San Pedro_Colonia_FOVISSSTE_27810,445
Herminio,Naï¿½ez,27,Sinaloa_Salvador Alvarado_Colonia_Tultita_81477,446
Balvanera,Moedano,26,Jalisco_San Pedro Tlaquepaque_Colonia_Barrio de San Miguel_45601,447
Mario ramon,Duenez,20,Zacatecas_Jerez_Colonia_Lagunita_99340,448
Elva leticia,Maza,19,Morelos_Axochiapan_Colonia_Las Palmas_62955,449
Jose bernardino,Morado,22,Chihuahua_Chihuahua_Residencial_Country Club San Francisco_31115,450
Diana lorena,Calvo,20,Tlaxcala_Chiautempan_Barrio_Del Carmen_90805,451
Jorge ruben,Laurel,20,Puebla_Puebla_Fraccionamiento_San Marcos_72176,452
Erika cecilia,Aquiles,21,Guerrero_Teloloapan_Colonia_El Calvario_40400,453
Eduardo alejandro,Arriaga,19,Coahuila de Zaragoza_Saltillo_Colonia_Cerritos_25019,454
Silvia esther,Leggs,22,Veracruz de Ignacio de la Llave_Tantoyuca_Pueblo_Tecomate_92100,455
Wilebaldo,Liera,22,Puebla_Jalpan_Pueblo_Apapantilla_73050,456
Sara guillermina,Temix,18,Tamaulipas_Valle Hermoso_Colonia_La Luz_87506,457
Juan abel,Chavarria,21,Tlaxcala_Totolac_Barrio_Zaragoza_90164,458
Maria antoni,Cinco,21,Sinaloa_Badiraguato_Rancho_El Real_80524,459
Horacio de jesus,Quero,21,Coahuila de Zaragoza_Allende_Colonia_Las Brisas_26532,460
Maria ileana,Telumbre,18,Veracruz de Ignacio de la Llave_Poza Rica de Hidalgo_Colonia_Vista Hermosa_93340,461
Yahir,Bendito,21,Sonora_Nogales_Colonia_Pima I_84020,462
Alma delfina,Cruzalta,24,Guanajuato_Salamanca_Colonia_PEMEX_36730,463
Alonzo,Tetumo,25,Durango_Durango_Fraccionamiento_Valle de Guadalupe I_34224,464
Maria piedad,Lugos,24,Veracruz de Ignacio de la Llave_Coatzintla_Ejido_Arroyo Florido_93173,465
Hector jaime,Tetatzin,18,Jalisco_Zapopan_Colonia_La Experiencia_45198,466
Adriana del carmen,Julio,23,Chiapas_Ocosingo_Ejido_Ocosingo_29950,467
Acacio,Grijalva,22,Hidalgo_Mineral de la Reforma_Fraccionamiento_Rinconadas del Portezuelo_42184,468
Laura karina,Olascoaga,27,Jalisco_San Pedro Tlaquepaque_Fraccionamiento_Villas de Loma Grande_45580,469
Carlos elias,Alafita,27,Chiapas_La Grandeza_Barrio_Cipres_30967,470
Rosa ysela,Ruperto,25,Sonora_Hermosillo_Ejido_El Charro_83334,471
Jimmy,Verjan,18,Baja California_Tijuana_Colonia_Jalisco_22116,472
Gabriela cristina,Sotelo,27,Puebla_Tepetzintla_Pueblo_San Baltasar Xochitlaxco_73340,473
Saul alejandro,Cira,26,Guerrero_Atlamajalcingo del Monte_Pueblo_Cuautipan_41570,474
Selenne,Tepexpa,23,Aguascalientes_Aguascalientes_Colonia_San Martin de La Cantera_20218,475
Perfecto,Cova,23,Baja California_Tijuana_Colonia_Colinas de La Cruz_22127,476
Juana virginia,Popomeya,25,Aguascalientes_Aguascalientes_Condominio_La Hojarasca_20175,477
Jesus aaron,Chipol,19,Chihuahua_Guadalupe y Calvo_Barrio_Coronado_33470,478
Alma elizabeth,Ibarria,18,Sonora_Hermosillo_Fraccionamiento_Agualurca_83297,479
Sergio adrian,Betanzo,21,Sonora_Navojoa_Parque industrial_Parque Industrial_85895,480
Ma gloria,Llano,21,Hidalgo_Tlanchinol_Pueblo_Pilcuatla_43154,481
Sergio ulises,Duran,25,Durango_Pueblo Nuevo_Colonia_Forestal_34942,482
Genny,Atempa,23,Chiapas_Salto de Agua_Ejido_Jatleol_29902,483
Rivelino,Baez,18,Morelos_Temixco_Fraccionamiento_Brisas_62584,484
Beatriz ad,Balan,20,Distrito Federal_Tlalpan_Colonia_Isidro Fabela_14030,485
Roberto manuel,Verdi,24,Sonora_Hermosillo_Colonia_Las Lomas Del Sol_83293,486
Cecilia del carmen,Traconis,27,Chiapas_Amatenango de la Frontera_Barrio_La Carpa_30940,487
Marcos rene,Aza,18,Coahuila de Zaragoza_Monclova_Colonia_Chamizal_25720,488
Maria ele,Bashulto,22,Colima_Manzanillo_Fraccionamiento_Residencial las Gaviotas_28219,489
Jose leon,Remedios,24,Hidalgo_Mineral de la Reforma_Colonia_San Carlos_42182,490
Maria pueblito,Vizcaino,22,Guanajuato_Irapuato_Colonia_Inmobiliaria Futurama_36633,491
Rafael jesus,Pulido,23,Sinaloa_Choix_Ejido_La Sidra_81775,492
Carmen angelica,Deloya,20,Veracruz de Ignacio de la Llave_Santiago Sochiapan_Pueblo_Tatahuicapa_95636,493
Frank,Solares,19,Tamaulipas_Matamoros_Colonia_Luis Donaldo Colosio_87394,494
Juana erika,Santa cruz,22,Durango_Durango_Fraccionamiento_Camino Real_34170,495
Andres humberto,Silerio,21,Hidalgo_Tlahuiltepa_Pueblo_Zaragoza_43175,496
Angela,Eliodoro,20,Guanajuato_Silao de la Victoria_Fraccionamiento_Los Fresnos_36126,497
Julio alfredo,Grajeda,20,Coahuila de Zaragoza_San Pedro_Colonia_Fonhapo_27810,498
Ma santos,Tafoya,27,Durango_Tlahualilo_Ejido_Providencia_35280,499
Alfredo jesus,Palancares,21,Sonora_Caborca_Pueblo_Desemboque_83717,500
Adriana del rocio,Ferman,27,Sonora_Hermosillo_Ejido_Los Pozos_83300,501
Jose vicente,Triste,24,Chiapas_Tapachula_Colonia_Tapachula Centro_30700,502
Mayra aracely,Castañeda,22,Oaxaca_Cosolapa_Conjunto habitacional_Obreros_68416,503
Eulises,Roacho,20,Veracruz de Ignacio de la Llave_Coatepec_Fraccionamiento_Santa Teresa_91549,504
Lourdes cecilia,Quinonez,23,Guanajuato_Santa Cruz de Juventino Rosas_Poblado comunal_San Antonio de Morales_38255,505
Carlos ismael,Palagot,25,Chiapas_Ocosingo_Pueblo_Cinco de Febrero_29952,506
Mayra elena,Nandin,23,Oaxaca_San Jacinto Amilpas_Fraccionamiento_Yagul_68285,507
Manuel ismael,Cabanzo,20,Guerrero_Chilpancingo de los Bravo_Colonia_Libertad_39038,508
Laura sandra,Yocupicio,27,Campeche_Campeche_Colonia_Dzarbay_24020,509
Guillermo luis,Del campo,22,Oaxaca_San Francisco Logueche_Pueblo_San Francisco Logueche_70818,510
Lizbeth karina,L,23,Distrito Federal_Miguel Hidalgo_Colonia_Pensil Norte_11430,511
Felix enrique,Apatiga,26,Chiapas_Pichucalco_Colonia_El Vivero_29520,512
Inosencia,Bonifacio,24,Jalisco_Arandas_Rancho_La Garita_47186,513
Jose remigio,Marvan,27,Distrito Federal_Azcapotzalco_Unidad habitacional_Pantaco_2510,514
Monica de jesus,Cotlame,20,Puebla_Atlixco_Conjunto habitacional_Villa Helena_74215,515
Alberto a,Tentle,27,Hidalgo_Mineral de la Reforma_Fraccionamiento_Paseo de las Reynas V_42184,516
Leonicia,Castrillo,20,Veracruz de Ignacio de la Llave_Coatzacoalcos_Colonia_Palma Sola_96579,517
Avel,Tique,21,Puebla_Amozoc_Colonia_Santa Margarita_72993,518
Nayeli del carmen,Armijo,22,Quintana Roo_Solidaridad_Fraccionamiento_La Ceiba_77714,519
Mario humberto,Barrionuevo,25,Durango_Durango_Colonia_Diana Laura R de Colosio_34186,520
Betsy,Alanuza,20,Puebla_Chietla_Pueblo_Ahuehuetzingo_74585,521
Jose dagoberto,Liborio,19,Veracruz de Ignacio de la Llave_Poza Rica de Hidalgo_Colonia_Del Policia_93393,522
Lilia aurora,Arenivar,25,Colima_Manzanillo_Colonia_Padre Hidalgo_28270,523
Oscar ulises,Villafañe,24,Veracruz de Ignacio de la Llave_Las Choapas_Ejido_Felipe ?ngeles_96994,524
Olga evelia,Loyde,27,Coahuila de Zaragoza_Saltillo_Colonia_Loma Linda_25016,525
Cliserio,Aguero,26,Chiapas_Tapachula_Colonia_El Tesoro_30734,526
Carmen de,Zunun,23,Tamaulipas_Matamoros_Colonia_Carrera Torres_87313,527
Felipe alberto,Zanatta,19,Puebla_Tochtepec_Poblado comunal_San Bernardo_75616,528
Silvia martha,Ligonio,23,Durango_Santiago Papasquiaro_Colonia_San Diego de Tenzaens_34639,529
Maclovio,Moyeda,26,Guerrero_Iguala de la Independencia_Colonia_Progreso_40070,530
Ismene,Lopez de lara,26,Tabasco_Huimanguillo_Pueblo_Tecominoacan_86402,531
Rene alfonso,Porras,23,Guanajuato_Salvatierra_Colonia_Loma Bonita_38900,532
Martha guadalu,Narvaes,18,Sonora_Cajeme_Colonia_Blanca Ramos_85210,533
Jose blas,Berrum,18,Zacatecas_Guadalupe_Fraccionamiento_Privada del Bosque_98610,534
Beatriz ivonne,Sabino,19,Baja California_Mexicali_Fraccionamiento_Los Manantiales Tres_21600,535
Carlos francisco,Borras,21,Sinaloa_Ahome_Residencial_Paseo Alameda_81271,536
Margarita de los angeles,Vizar,23,Colima_Manzanillo_Fraccionamiento_Loma del Mar_28864,537
Julio daniel,Peon,26,Chiapas_Escuintla_Fraccionamiento_Nuevo Milenio_30600,538
Guadalupe ivonne,Ildefonso,22,Tamaulipas_Reynosa_Colonia_Emiliano Zapata_88750,539
Jose silverio,Zacarias,19,Sonora_Huatabampo_Colonia_Independencia_85937,540
Cynthia yadira,Layna,19,Durango_Durango_Fraccionamiento_Residencial Plaza Alejandra_34038,541
Hector ruben,Sedas,20,Sonora_Cajeme_Colonia_Urbanizable 4_85000,542
Claudia violeta,Seba,19,Coahuila de Zaragoza_San Juan de Sabinas_Colonia_Hidalgo_26820,543
Salvador jesus,Vitales,19,Hidalgo_Apan_Fraccionamiento_Las Haciendas_43909,544
Ligia maria,Ensastegui,23,Morelos_Ocuituco_Barrio_Atenco_62863,545
Francisco alejandro,Quilantan,18,Sinaloa_Mocorito_Ejido_Los ?ngeles_80895,546
Ma antonia,Arroyo,23,Nayarit_Tepic_Fraccionamiento_Zapopan_63037,547
Oney,Vidaca,23,Campeche_Campeche_Colonia_Lomas_24060,548
Zeferina,Luquin,18,Durango_Durango_Fraccionamiento_Privada las Quintas_34170,549
Vicente manuel,Gassos,25,Tlaxcala_El Carmen Tequexquitla_Pueblo_La Soledad_90575,550
Rosa mayra,Cohetero,27,Zacatecas_Zacatecas_Fraccionamiento_Lomas de San Fernando_98058,551
